stimulus,trialType,TTLStim,participant,trialNo,blockType,noGoFreq,goLetter,task,fixationFrames,postFixationFrames,targetFrames,targetRemoveFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc
m,go,11,116,1,actual,low,m,gonogo,58,,54,54,44.36893345303906,44.86894638094236,38.3626481877,1,,1,0.292215686593,1.0,15.0,,1,1.0
w,nogo,12,116,2,actual,low,m,gonogo,58,,54,54,45.868023507791804,46.36803489970771,,1,,1,0.350580437291,1.0,16.0,,2,0.0
m,go,11,116,3,actual,low,m,gonogo,58,,54,54,47.36714351432602,47.86715362625182,,1,,1,0.308852491078,1.0,15.0,,3,1.0
m,go,11,116,4,actual,low,m,gonogo,58,,54,54,48.86622179317055,49.366233953078336,,1,,1,0.342213395408,1.0,15.0,,4,1.0
m,go,11,116,5,actual,low,m,gonogo,58,,54,54,50.365276776185055,50.865286632113566,,1,,1,0.37561423544,1.0,15.0,,5,1.0
m,go,11,116,6,actual,low,m,gonogo,58,,54,54,51.86535856757837,52.36536919149876,,1,,1,0.300570696563,1.0,15.0,,6,1.0
m,go,11,116,7,actual,low,m,gonogo,58,,54,54,53.36542499908319,53.86543639099909,,1,,1,0.308900618722,1.0,15.0,,7,1.0
m,go,11,116,8,actual,low,m,gonogo,58,,54,54,54.86549066259613,55.36550128652016,,1,,1,0.383921373766,1.0,15.0,,8,1.0
w,nogo,12,116,9,actual,low,m,gonogo,58,,54,54,56.36557194199486,56.865583589908056,,1,,1,0.367240281608,1.0,16.0,,9,0.0
w,nogo,12,116,10,actual,low,m,gonogo,58,,54,54,57.8656429814655,58.36565514137692,,1,,,,1.0,19.0,,10,1.0
m,go,11,116,11,actual,low,m,gonogo,58,,54,54,59.36572477285881,59.86573437278639,,1,,1,0.400620129796,1.0,15.0,,11,1.0
m,go,11,116,12,actual,low,m,gonogo,58,,54,54,60.86578198843563,61.36579030837311,,1,,1,0.325590414817,1.0,15.0,,12,1.0
m,go,11,116,1,actual,high,m,gonogo,58,,54,54,62.37701659302911,62.8770272169495,,2,,1,0.342264851024,1.0,15.0,,13,1.0
m,go,11,116,2,actual,high,m,gonogo,58,,54,54,63.8759266811212,64.37593730504159,,2,,1,0.325574286937,1.0,15.0,,14,1.0
w,nogo,12,116,3,actual,high,m,gonogo,58,,54,54,65.37499216005745,65.87500175998866,,2,,,,1.0,19.0,,15,1.0
