stimulus,trialType,TTLStim,participant,trialNo,blockType,noGoFreq,goLetter,task,fixationFrames,postFixationFrames,targetFrames,targetRemoveFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc
m,go,11,147,1,actual,low,m,gonogo,58,,54,54,60.308683276336524,60.80869236426952,54.300101452,1,,,,1.0,18.0,,1,0.0
m,go,11,147,2,actual,low,m,gonogo,58,,54,54,61.808501389677986,62.30851073360827,,1,,1,0.383882206064,1.0,15.0,,2,1.0
m,go,11,147,3,actual,low,m,gonogo,58,,54,54,63.307562260655686,63.80757160458597,,1,,1,0.367279705315,1.0,15.0,,3,1.0
m,go,11,147,4,actual,low,m,gonogo,58,,54,54,64.80663951550378,65.30664885943406,,1,,1,0.35056430941,1.0,15.0,,4,1.0
m,go,11,147,5,actual,low,m,gonogo,58,,54,54,66.30570729842293,66.80571664235322,,1,,1,0.400622433779,1.0,15.0,,5,1.0
w,nogo,12,147,6,actual,low,m,gonogo,58,,54,54,67.80478071329708,68.30479005724192,,1,,1,0.308879370874,1.0,16.0,,6,0.0
m,go,11,147,7,actual,low,m,gonogo,58,,54,54,69.30385438418307,69.80386654409813,,1,,1,0.333946704777,1.0,15.0,,7,1.0
m,go,11,147,8,actual,low,m,gonogo,58,,54,54,70.80293087103928,71.30294047096686,,1,,1,0.325579406897,1.0,15.0,,8,1.0
m,go,11,147,9,actual,low,m,gonogo,58,,54,54,72.3020068459009,72.80201490984473,,1,,1,0.317234124857,1.0,15.0,,9,1.0
m,go,11,147,10,actual,low,m,gonogo,58,,54,54,73.80109766864916,74.30110650058486,,1,,1,0.342246419168,1.0,15.0,,10,1.0
m,go,11,147,11,actual,low,m,gonogo,58,,54,54,75.30010861999472,75.80011949990876,,1,,1,0.350615509029,1.0,15.0,,11,1.0
w,nogo,12,147,12,actual,low,m,gonogo,58,,54,54,76.7992270905379,77.29924027444213,,1,,,,1.0,19.0,,12,1.0
m,go,11,147,1,actual,high,m,gonogo,58,,54,54,78.31396426112042,78.81397462905443,,2,,1,0.258934909667,1.0,15.0,,13,1.0
w,nogo,12,147,2,actual,high,m,gonogo,58,,54,54,79.81334128974413,80.31335549765208,,2,,,,1.0,19.0,,14,1.0
w,nogo,12,147,3,actual,high,m,gonogo,58,,54,54,81.31240139272995,81.81241329663317,,2,,,,1.0,19.0,,15,1.0
w,nogo,12,147,4,actual,high,m,gonogo,58,,54,54,82.81150680736755,83.31151640729513,,2,,,,1.0,19.0,,16,1.0
w,nogo,12,147,5,actual,high,m,gonogo,58,,54,54,84.31057715027418,84.81058777419094,,2,,,,1.0,19.0,,17,1.0
m,go,11,147,6,actual,high,m,gonogo,58,,54,54,85.80963494926982,86.3096445491974,,2,,1,0.358897559534,1.0,15.0,,18,1.0
w,nogo,12,147,7,actual,high,m,gonogo,58,,54,54,87.30872193204414,87.80872999598796,,2,,,,1.0,19.0,,19,1.0
m,go,11,147,8,actual,high,m,gonogo,58,,54,54,88.80775848319172,89.30777627506177,,2,,1,0.408903716292,1.0,15.0,,20,1.0
m,go,11,147,9,actual,high,m,gonogo,58,,54,54,90.30685928987805,90.80687196177314,,2,,1,0.325662862277,1.0,15.0,,21,1.0
m,go,11,147,10,actual,high,m,gonogo,58,,54,54,91.80589814500127,92.3059110729082,,2,,1,0.325611150663,1.0,15.0,,22,1.0
w,nogo,12,147,11,actual,high,m,gonogo,58,,54,54,93.30501354357693,93.80502391149639,,2,,,,1.0,19.0,,23,1.0
m,go,11,147,12,actual,high,m,gonogo,58,,54,54,94.8040508627164,95.30406276663416,,2,,1,0.333895505159,1.0,15.0,,24,1.0
w,nogo,12,147,1,actual,low,m,gonogo,58,,54,54,96.34887318596884,96.84888304189371,,3,,,,1.0,19.0,,25,1.0
m,go,11,147,2,actual,low,m,gonogo,58,,54,54,97.84826736645482,98.34828080635634,,3,,1,0.325631630505,1.0,15.0,,26,1.0
m,go,11,147,3,actual,low,m,gonogo,58,,54,54,99.34833840593637,99.84835030983959,,3,,1,0.417248742349,1.0,15.0,,27,1.0
m,go,11,147,4,actual,low,m,gonogo,58,,54,54,100.84741130881594,101.34742423672287,,3,,1,0.300562760633,1.0,15.0,,28,1.0
w,nogo,12,147,5,actual,low,m,gonogo,58,,54,54,102.3474856762623,102.84749706817092,,3,,,,1.0,19.0,,29,1.0
w,nogo,12,147,6,actual,low,m,gonogo,58,,54,54,103.84756439567718,104.34757373960747,,3,,,,1.0,19.0,,30,1.0
m,go,11,147,7,actual,low,m,gonogo,58,,54,54,105.34663166660175,105.84664203452121,,3,,1,0.317222348953,1.0,15.0,,31,1.0
m,go,11,147,8,actual,low,m,gonogo,58,,54,54,106.84671038601664,107.3467207539361,,3,,1,0.33391828899,1.0,15.0,,32,1.0
m,go,11,147,9,actual,low,m,gonogo,58,,54,54,108.34677169755741,108.8467828334833,,3,,1,0.308883210848,1.0,15.0,,33,1.0
m,go,11,147,10,actual,low,m,gonogo,58,,54,54,109.84585560836422,110.34586418430263,,3,,1,0.342246419168,1.0,15.0,,34,1.0
m,go,11,147,11,actual,low,m,gonogo,58,,54,54,111.3459184559033,111.8459311277984,,3,,1,0.292230790481,1.0,15.0,,35,1.0
m,go,11,147,12,actual,low,m,gonogo,58,,54,54,112.84500927865156,113.34501939057373,,3,,1,0.267248447941,1.0,15.0,,36,1.0
m,go,11,147,1,actual,high,m,gonogo,58,,54,54,114.355182003128,114.85519339503662,,4,,1,0.292184710808,1.0,15.0,,37,1.0
w,nogo,12,147,2,actual,high,m,gonogo,58,,54,54,115.85411692303023,116.35412831495341,,4,,,,1.0,19.0,,38,1.0
w,nogo,12,147,3,actual,high,m,gonogo,58,,54,54,117.35318265797105,117.8531932818878,,4,,,,1.0,19.0,,39,1.0
w,nogo,12,147,4,actual,high,m,gonogo,58,,54,54,118.85223712898733,119.35224570492574,,4,,,,1.0,19.0,,40,1.0
w,nogo,12,147,5,actual,high,m,gonogo,58,,54,54,120.35133076772036,120.85134011165064,,4,,,,1.0,19.0,,41,1.0
m,go,11,147,6,actual,high,m,gonogo,58,,54,54,121.85038907871058,122.35039970262733,,4,,1,0.325631374522,1.0,15.0,,42,1.0
w,nogo,12,147,7,actual,high,m,gonogo,58,,54,54,123.34949244536983,123.8495007652964,,4,,,,1.0,19.0,,43,1.0
m,go,11,147,8,actual,high,m,gonogo,58,,54,54,124.84854512439051,125.34855830829474,,4,,1,0.317256396695,1.0,15.0,,44,1.0
w,nogo,12,147,9,actual,high,m,gonogo,58,,54,54,126.3476190512738,126.84762813920679,,4,,,,1.0,19.0,,45,1.0
m,go,11,147,10,actual,high,m,gonogo,58,,54,54,127.84670757004642,128.34671588997298,,4,,1,0.358962583065,1.0,15.0,,46,1.0
m,go,11,147,11,actual,high,m,gonogo,58,,54,54,129.3457802169287,129.84579340083292,,4,,1,0.31716270138,1.0,15.0,,47,1.0
m,go,11,147,12,actual,high,m,gonogo,58,,54,54,130.8448267519998,131.34483839992026,,4,,1,0.292264838223,1.0,15.0,,48,1.0
w,nogo,12,147,1,actual,low,m,gonogo,58,,54,54,132.38841951637005,132.88843142028782,,5,,,,1.0,19.0,,49,1.0
m,go,11,147,2,actual,low,m,gonogo,58,,54,54,133.887014214808,134.38702791070682,,5,,1,0.333929040906,1.0,15.0,,50,1.0
m,go,11,147,3,actual,low,m,gonogo,58,,54,54,135.38612090943207,135.886133837339,,5,,1,0.325567118984,1.0,15.0,,51,1.0
m,go,11,147,4,actual,low,m,gonogo,58,,54,54,136.8851659085194,137.385175508447,,5,,1,0.292286342054,1.0,15.0,,52,1.0
m,go,11,147,5,actual,low,m,gonogo,58,,54,54,138.38424981932621,138.88426121123484,,5,,1,0.308822027306,1.0,15.0,,53,1.0
m,go,11,147,6,actual,low,m,gonogo,58,,54,54,139.8833160662616,140.38332617818378,,5,,1,0.26728966365,1.0,15.0,,54,1.0
w,nogo,12,147,7,actual,low,m,gonogo,58,,54,54,141.3823986970674,141.8824072730058,,5,,,,1.0,19.0,,55,1.0
m,go,11,147,8,actual,low,m,gonogo,58,,54,54,142.8814595680451,143.38147326394392,,5,,1,0.400626017756,1.0,15.0,,56,1.0
m,go,11,147,9,actual,low,m,gonogo,58,,54,54,144.38053272692196,144.880543606836,,5,,1,0.325544079154,1.0,15.0,,57,1.0
m,go,11,147,10,actual,low,m,gonogo,58,,54,54,145.8796010218357,146.37961318175076,,5,,1,0.242244089575,1.0,15.0,,58,1.0
w,nogo,12,147,11,actual,low,m,gonogo,58,,54,54,147.37867366871797,147.87868480464385,,5,,,,1.0,19.0,,59,1.0
m,go,11,147,12,actual,low,m,gonogo,58,,54,54,148.87775757952477,149.3777702514344,,5,,1,0.342273810966,1.0,15.0,,60,1.0
w,nogo,12,147,1,actual,high,m,gonogo,58,,54,54,150.38893023258424,150.8889403445064,,6,,,,1.0,19.0,,61,1.0
m,go,11,147,2,actual,high,m,gonogo,58,,54,54,151.88888325692096,152.3888959288306,,6,,1,0.267387710905,1.0,15.0,,62,1.0
m,go,11,147,3,actual,high,m,gonogo,58,,54,54,153.38895788037917,153.88896773630404,,6,,1,0.342233875257,1.0,15.0,,63,1.0
m,go,11,147,4,actual,high,m,gonogo,58,,54,54,154.88901125597476,155.38902111189964,,6,,1,0.333934672875,1.0,15.0,,64,1.0
m,go,11,147,5,actual,high,m,gonogo,58,,54,54,156.38909099937882,156.8891003433091,,6,,1,0.308889610809,1.0,15.0,,65,1.0
w,nogo,12,147,6,actual,high,m,gonogo,58,,54,54,157.8891722787812,158.38918341469252,,6,,1,0.283883972457,1.0,16.0,,66,0.0
m,go,11,147,7,actual,high,m,gonogo,58,,54,54,159.38923128634633,159.88924498224515,,6,,1,0.325587854837,1.0,15.0,,67,1.0
w,nogo,12,147,8,actual,high,m,gonogo,58,,54,54,160.8893215256685,161.3893303576042,,6,,,,1.0,19.0,,68,1.0
w,nogo,12,147,9,actual,high,m,gonogo,58,,54,54,162.3893884691788,162.88939960509015,,6,,,,1.0,19.0,,69,1.0
m,go,11,147,10,actual,high,m,gonogo,58,,54,54,163.8894669325964,164.38947806850774,,6,,1,0.350562517429,1.0,15.0,,70,1.0
w,nogo,12,147,11,actual,high,m,gonogo,58,,54,54,165.389538484058,165.88955038797576,,6,,,,1.0,19.0,,71,1.0
w,nogo,12,147,12,actual,high,m,gonogo,58,,54,54,166.88959979561332,167.38961169951654,,6,,,,1.0,19.0,,72,1.0
m,go,11,147,1,actual,low,m,gonogo,58,,54,54,168.43534524799907,168.93535587191582,,7,,1,0.350530005657,1.0,15.0,,73,1.0
m,go,11,147,2,actual,low,m,gonogo,58,,54,54,169.9347944680776,170.4348048360116,,7,,1,0.367224665737,1.0,15.0,,74,1.0
m,go,11,147,3,actual,low,m,gonogo,58,,54,54,171.43386967494735,171.93387825088575,,7,,1,0.300555080685,1.0,15.0,,75,1.0
w,nogo,12,147,4,actual,low,m,gonogo,58,,54,54,172.93293438588444,173.43294449782115,,7,,,,1.0,19.0,,76,1.0
m,go,11,147,5,actual,low,m,gonogo,58,,54,54,174.43202264865977,174.93203250458464,,7,,1,0.350594261181,1.0,15.0,,77,1.0
m,go,11,147,6,actual,low,m,gonogo,58,,54,54,175.93119155082968,176.43120575872308,,7,,1,0.300579912495,1.0,15.0,,78,1.0
w,nogo,12,147,7,actual,low,m,gonogo,58,,54,54,177.43017818235967,177.93018752628996,,7,,,,1.0,19.0,,79,1.0
m,go,11,147,8,actual,low,m,gonogo,58,,54,54,178.92923367736512,179.42924660527206,,7,,1,0.275570178157,1.0,15.0,,80,1.0
w,nogo,12,147,9,actual,low,m,gonogo,58,,54,54,180.42831758817192,180.9283271880995,,7,,,,1.0,19.0,,81,1.0
