stimulus,trialType,TTLStim,participant,trialNo,blockType,noGoFreq,goLetter,task,fixationFrames,postFixationFrames,targetFrames,targetRemoveFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc
w,go,11,121,1,actual,low,w,gonogo,58,,54,54,42.89294106473608,43.39295373667301,36.884663857,1,,1,0.308805665969,1.0,15.0,,1,1.0
w,go,11,121,2,actual,low,w,gonogo,58,,54,54,44.392135820651674,44.892149004588646,,1,,1,0.308964641197,1.0,15.0,,2,1.0
w,go,11,121,3,actual,low,w,gonogo,58,,54,54,45.89117569732116,46.39118760126439,,1,,1,0.267178988441,1.0,15.0,,3,1.0
w,go,11,121,4,actual,low,w,gonogo,58,,54,54,47.39023938187711,47.89025102981941,,1,,1,0.292127347091,1.0,15.0,,4,1.0
w,go,11,121,5,actual,low,w,gonogo,58,,54,54,48.88934095424702,49.389350810199176,,1,,1,0.300538186182,1.0,15.0,,5,1.0
w,go,11,121,6,actual,low,w,gonogo,58,,54,54,50.389431961802984,50.88944309774888,,1,,1,0.300588361937,1.0,15.0,,6,1.0
m,nogo,12,121,7,actual,low,w,gonogo,58,,54,54,51.88945973766931,52.3894706176161,,1,,,,1.0,19.0,,7,1.0
w,go,11,121,8,actual,low,w,gonogo,58,,54,54,53.38953333731115,53.88954114527223,,1,,1,0.333825704272,1.0,15.0,,8,1.0
w,go,11,121,9,actual,low,w,gonogo,58,,54,54,54.889654040724054,55.389662872679764,,1,,1,0.233847438565,1.0,15.0,,9,1.0
m,nogo,12,121,10,actual,low,w,gonogo,58,,54,54,56.389716120422236,56.88972700036902,,1,,,,1.0,19.0,,10,1.0
w,go,11,121,11,actual,low,w,gonogo,58,,54,54,57.889773848140976,58.3897860080815,,1,,1,0.250524733447,1.0,15.0,,11,1.0
w,go,11,121,12,actual,low,w,gonogo,58,,54,54,59.38983899982304,59.88984911177431,,1,,1,0.350538326982,1.0,15.0,,12,1.0
m,nogo,12,121,1,actual,high,w,gonogo,58,,54,54,60.90215676391017,61.40216841185429,,2,,,,1.0,19.0,,13,1.0
