stimulus,trialType,TTLStim,participant,trialNo,blockType,noGoFreq,goLetter,task,fixationFrames,postFixationFrames,targetFrames,targetRemoveFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc
w,go,11,154,1,actual,low,w,gonogo,58,,54,54,30.020920623128404,30.520930223032337,24.0174943533,1,,,,1.0,18.0,,1,0.0
w,go,11,154,2,actual,low,w,gonogo,58,,54,54,31.519850681810567,32.01986335368474,,1,,1,0.33391333821,1.0,15.0,,2,1.0
m,nogo,12,154,3,actual,low,w,gonogo,58,,54,54,33.018942018882626,33.518952130782054,,1,,,,1.0,19.0,,3,1.0
m,nogo,12,154,4,actual,low,w,gonogo,58,,54,54,34.51805665172196,35.01806855560335,,1,,,,1.0,19.0,,4,1.0
w,go,11,154,5,actual,low,w,gonogo,58,,54,54,36.017177684498165,36.51718523642285,,1,,1,0.41721951448,1.0,15.0,,5,1.0
w,go,11,154,6,actual,low,w,gonogo,58,,54,54,37.51615203073834,38.01616009465761,,1,,1,0.333862138721,1.0,15.0,,6,1.0
w,go,11,154,7,actual,low,w,gonogo,58,,54,54,39.015204712196464,39.51521738406973,,1,,1,0.325548109728,1.0,15.0,,7,1.0
w,go,11,154,8,actual,low,w,gonogo,58,,54,54,40.51430526517652,41.014315377075036,,1,,1,0.325532493884,1.0,15.0,,8,1.0
w,go,11,154,9,actual,low,w,gonogo,58,,54,54,42.013354362669816,42.51336319458187,,1,,1,0.250547258536,1.0,15.0,,9,1.0
w,go,11,154,10,actual,low,w,gonogo,58,,54,54,43.51247744342527,44.01248601934003,,1,,1,0.317238688689,1.0,15.0,,10,1.0
w,go,11,154,11,actual,low,w,gonogo,58,,54,54,45.01147815740205,45.51148801330328,,1,,1,0.375565402355,1.0,15.0,,11,1.0
w,go,11,154,12,actual,low,w,gonogo,58,,54,54,46.5115499646854,47.01155726061188,,1,,1,0.325562189587,1.0,15.0,,12,1.0
m,nogo,12,154,1,actual,high,w,gonogo,58,,54,54,48.02361909218689,48.523629716080904,,2,,1,0.358884352899,1.0,16.0,,13,0.0
w,go,11,154,2,actual,high,w,gonogo,58,,54,54,49.522672797635096,50.02268418952099,,2,,1,0.408902157521,1.0,15.0,,14,1.0
w,go,11,154,3,actual,high,w,gonogo,58,,54,54,51.02274255693828,51.52275446081967,,2,,1,0.300520519603,1.0,15.0,,15,1.0
m,nogo,12,154,4,actual,high,w,gonogo,58,,54,54,52.5228153882108,53.02282473211744,,2,,,,1.0,19.0,,16,1.0
