stimulus,trialType,TTLStim,participant,trialNo,blockType,noGoFreq,goLetter,task,fixationFrames,postFixationFrames,targetFrames,targetRemoveFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc
m,go,11,127,1,actual,low,m,gonogo,58,,54,54,56.70521639647268,57.20522958037327,50.6979591064,1,,,,1.0,18.0,,1,0.0
m,go,11,127,2,actual,low,m,gonogo,58,,54,54,58.204393490581424,58.70440539449555,,1,,1,0.367249241539,1.0,15.0,,2,1.0
m,go,11,127,3,actual,low,m,gonogo,58,,54,54,59.70345333756268,60.20346447347765,,1,,1,0.258930045704,1.0,15.0,,3,1.0
m,go,11,127,4,actual,low,m,gonogo,58,,54,54,61.20252982441889,61.702539168349176,,1,,1,0.325645966401,1.0,15.0,,4,1.0
m,go,11,127,5,actual,low,m,gonogo,58,,54,54,62.70160042331918,63.20160925525124,,1,,1,0.425569448573,1.0,15.0,,5,1.0
m,go,11,127,6,actual,low,m,gonogo,58,,54,54,64.20168426269447,64.70169258263195,,1,,1,0.425605544304,1.0,15.0,,6,1.0
m,go,11,127,7,actual,low,m,gonogo,58,,54,54,65.70173891829108,66.20175210219168,,1,,1,0.392253855905,1.0,15.0,,7,1.0
m,go,11,127,8,actual,low,m,gonogo,58,,54,54,67.20182378165919,67.7018336375877,,1,,1,0.425609640271,1.0,15.0,,8,1.0
m,go,11,127,9,actual,low,m,gonogo,58,,54,54,68.70189994109387,69.20191005301967,,1,,,,1.0,18.0,,9,0.0
w,nogo,12,127,10,actual,low,m,gonogo,58,,54,54,70.20197379654564,70.70198493246426,,1,,,,1.0,19.0,,10,1.0
m,go,11,127,11,actual,low,m,gonogo,58,,54,54,71.70205712392635,72.20206723585216,,1,,,,1.0,18.0,,11,0.0
m,go,11,127,12,actual,low,m,gonogo,58,,54,54,73.20212304343659,73.70213469134978,,1,,1,0.375635483284,1.0,15.0,,12,1.0
w,nogo,12,127,1,actual,high,m,gonogo,58,,54,54,74.71448711164703,75.21449696757554,,2,,,,1.0,19.0,,13,1.0
m,go,11,127,2,actual,high,m,gonogo,58,,54,54,76.2132538408041,76.71326395272627,,2,,,,1.0,18.0,,14,0.0
m,go,11,127,3,actual,high,m,gonogo,58,,54,54,77.7123116397961,78.2123243117021,,2,,1,0.400625505757,1.0,15.0,,15,1.0
m,go,11,127,4,actual,high,m,gonogo,58,,54,54,79.21137481475307,79.71138364668877,,2,,,,1.0,18.0,,16,0.0
w,nogo,12,127,5,actual,high,m,gonogo,58,,54,54,80.71044669364346,81.21045526957823,,2,,,,1.0,19.0,,17,1.0
w,nogo,12,127,6,actual,high,m,gonogo,58,,54,54,82.20953726039443,82.70955018829773,,2,,,,1.0,19.0,,18,1.0
m,go,11,127,7,actual,high,m,gonogo,58,,54,54,83.70859761937027,84.20860645130597,,2,,,,1.0,18.0,,19,0.0
w,nogo,12,127,8,actual,high,m,gonogo,58,,54,54,85.20768050618062,85.70769343408392,,2,,,,1.0,19.0,,20,1.0
m,go,11,127,9,actual,high,m,gonogo,58,,54,54,86.70674752110426,87.20675942501839,,2,,,,1.0,18.0,,21,0.0
m,go,11,127,10,actual,high,m,gonogo,58,,54,54,88.20583245590024,88.70584538380353,,2,,,,1.0,18.0,,22,0.0
w,nogo,12,127,11,actual,high,m,gonogo,58,,54,54,89.70489255887878,90.20490420679198,,2,,,,1.0,19.0,,23,1.0
w,nogo,12,127,12,actual,high,m,gonogo,58,,54,54,91.2039767256756,91.70398862958609,,2,,,,1.0,19.0,,24,1.0
m,go,11,127,1,actual,low,m,gonogo,58,,54,54,92.7482248451779,93.24823546909829,,3,,,,1.0,18.0,,25,0.0
m,go,11,127,2,actual,low,m,gonogo,58,,54,54,94.24815303771175,94.74816622161234,,3,,,,1.0,18.0,,26,0.0
m,go,11,127,3,actual,low,m,gonogo,58,,54,54,95.74820257334432,96.24822010921343,,3,,,,1.0,18.0,,27,0.0
m,go,11,127,4,actual,low,m,gonogo,58,,54,54,97.248278732779,97.74828858870387,,3,,,,1.0,18.0,,28,0.0
