stimulus,trialType,TTLStim,participant,trialNo,blockType,noGoFreq,goLetter,task,fixationFrames,postFixationFrames,targetFrames,targetRemoveFrames,startTime,endTime,firstTR,blockNumber,elapsedTime,resp,rt,iti,responseTTL,choice,overallTrialNum,acc
w,go,11,150,1,actual,low,w,gonogo,58,,54,54,63.892806702220696,64.39281399814718,57.8907008672,1,,1,0.283860205938,1.0,15.0,,1,1.0
w,go,11,150,2,actual,low,w,gonogo,58,,54,54,65.39322641002946,65.8932347299451,,1,,1,0.283815406387,1.0,15.0,,2,1.0
w,go,11,150,3,actual,low,w,gonogo,58,,54,54,66.89324343386033,67.39325226577057,,1,,1,0.267258259693,1.0,15.0,,3,1.0
w,go,11,150,4,actual,low,w,gonogo,58,,54,54,68.39325072978681,68.89326160967903,,1,,1,0.350504788559,1.0,15.0,,4,1.0
w,go,11,150,5,actual,low,w,gonogo,58,,54,54,69.89325264976651,70.39326173767768,,1,,1,0.250590266107,1.0,15.0,,5,1.0
m,nogo,12,150,6,actual,low,w,gonogo,58,,54,54,71.3932512417814,71.89326365765737,,1,,1,0.258856679575,1.0,16.0,,6,0.0
w,go,11,150,7,actual,low,w,gonogo,58,,54,54,72.8932626336682,73.39327453754959,,1,,1,0.358929664446,1.0,15.0,,7,1.0
w,go,11,150,8,actual,low,w,gonogo,58,,54,54,74.39328836141067,74.89329796131642,,1,,1,0.342251174963,1.0,15.0,,8,1.0
w,go,11,150,9,actual,low,w,gonogo,58,,54,54,75.89331818511346,76.39332599303452,,1,,1,0.275556160846,1.0,15.0,,9,1.0
w,go,11,150,10,actual,low,w,gonogo,58,,54,54,77.39328861740796,77.89329616933173,,1,,1,0.317153441541,1.0,15.0,,10,1.0
w,go,11,150,11,actual,low,w,gonogo,58,,54,54,78.89329796131642,79.39330602523478,,1,,1,0.317217184904,1.0,15.0,,11,1.0
w,go,11,150,12,actual,low,w,gonogo,58,,54,54,80.3932906653863,80.89329949730018,,1,,1,0.308878580156,1.0,15.0,,12,1.0
w,go,11,150,1,actual,high,w,gonogo,58,,54,54,81.90527966569061,82.40528772960897,,2,,1,0.317253792538,1.0,15.0,,13,1.0
w,go,11,150,2,actual,high,w,gonogo,58,,54,54,83.40452997717512,83.90454008907182,,2,,1,0.283818222357,1.0,15.0,,14,1.0
m,nogo,12,150,3,actual,high,w,gonogo,58,,54,54,84.90326317382278,85.40327200573302,,2,,,,1.0,19.0,,15,1.0
w,go,11,150,4,actual,high,w,gonogo,58,,54,54,86.4033052854029,86.9033153972996,,2,,1,0.275513409273,1.0,15.0,,16,1.0
w,go,11,150,5,actual,high,w,gonogo,58,,54,54,87.90327648568928,88.40328634159232,,2,,1,0.250458427421,1.0,15.0,,17,1.0
w,go,11,150,6,actual,high,w,gonogo,58,,54,54,89.40329606949308,89.90330490140695,,2,,1,0.275592768481,1.0,15.0,,18,1.0
m,nogo,12,150,7,actual,high,w,gonogo,58,,54,54,90.90331974925721,91.40332858116744,,2,,1,0.275655743852,1.0,16.0,,19,0.0
